icao_code,iata_code,name,city,country_code
MMPN,UPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,MX
MMPP,,Punta Pescadero Airport,La Paz,MX
MMPQ,PQM,Palenque International Airport,Palenque,MX
MMPR,PVR,Puerto Vallarta International Airport,Puerto Vallarta,MX
MMPS,PXM,Puerto Escondido International Airport,Puerto Escondido,MX
MMQT,QRO,Querétaro Intercontinental Airport,Querétaro,MX
MMRX,REX,General Lucio Blanco International Airport,Reynosa,MX
MMSD,SJD,Los Cabos International Airport,San José del Cabo,MX
MMSF,SFH,San Felipe International Airport,Mexicali,MX
MMSL,CSW,Cabo San Lucas International Airport,Cabo San Lucas,MX
MMSM,NLU,Felipe Ángeles International Airport,Mexico City,MX
MMSP,SLP,Ponciano Arriaga International Airport,San Luis Potosí,MX
MMSZ,SCX,Estación Aeronaval de Salina Cruz,Salina Cruz,MX
MMTA,,Estación No. 9 de la Fuerza Aérea Mexicana,Atlangatepec,MX
MMTB,,Terán Air Base,Tuxtla Gutiérrez,MX
MMTC,TRC,Francisco Sarabia Tinoco International Airport,Torreón,MX
MMTG,TGZ,Angel Albino Corzo International Airport,Tuxtla Gutiérrez,MX
MMTJ,TIJ,General Abelardo L. Rodriguez International Airport,Tijuana,MX
MMTL,TQO,Felipe Carrillo Puerto International Airport Tulum,Tulum,MX
MMTM,TAM,General Francisco Javier Mina International Airport,Ciudad Madero,MX
MMTN,TSL,Tamuín National Airport,Tamuín,MX
MMTO,TLC,Adolfo López Mateos International Airport,Toluca,MX
MMTP,TAP,Tapachula International Airport,Tapachula,MX
MMTU,TUY,Base Aeronaval de Tulum,Tulum,MX
MMTX,,Zapotiltic - Tuxpan Airport,Zapotiltic,MX
MMUN,CUN,Cancún International Airport,Cancún,MX
MMVA,VSA,Carlos Rovirosa Pérez International Airport,Villahermosa,MX
MMVR,VER,General Heriberto Jara International Airport,Veracruz,MX
MMZC,ZCL,General Leobardo C. Ruiz International Airport,Zacatecas,MX
MMZH,ZIH,Ixtapa-Zihuatanejo International Airport,Ixtapa,MX
MMZM,ZMM,Zamora Airport,Zamora,MX
MMZO,ZLO,Playa de Oro International Airport,Manzanillo,MX
MMZP,,Zapopan Air Force Base,Zapopan,MX
MNBL,BEF,Bluefields Airport,Bluefields,NI
MNBZ,BZA,San Pedro Airport,Bonanza,NI
MNCE,ECI,Costa Esmeralda Airport,Tola,NI
MNCH,,Chinandega Germán Pomares Ordóñez Airport,Chinandega,NI
MNCI,RNI,Corn Island Airport,Corn Island,NI
MNMG,MGA,Augusto C. Sandino (Managua) International Airport,Managua,NI
MNPC,PUZ,Puerto Cabezas Airport,Puerto Cabezas,NI
MNRT,RFS,Rosita Airport,La Rosita,NI
MNSC,NCR,San Carlos Airport,San Carlos,NI
MNSI,SIU,Siuna,Siuna,NI
MNWP,WSP,Waspam Airport,Waspam,NI
WAFO,MOH,Maleo Airport,Morowali,ID
MPBO,BOC,"Bocas del Toro ""Isla Colón"" International Airport",Isla Colón,PA
MPCE,CTD,Alonso Valderrama Airport,Chitré,PA
MPCH,CHX,Changuinola Captain Manuel Niño International Airport,Changuinola,PA
MPDA,DAV,Enrique Malek International Airport,David,PA
MPEJ,ONX,Enrique Adolfo Jimenez Airport,Colón,PA
MPPA,BLB,Panamá Pacífico International Airport,Panamá City,PA
MPJE,JQE,Jaqué Airport,Jaqué,PA
MPMG,PAC,Marcos A. Gelabert International Airport,Albrook,PA
MPOA,PUE,Puerto Obaldía Airport,Puerto Obaldía,PA
MPPD,PDM,Capt. J. Montenegro Airport,Pedasí,PA
MPSA,SYP,Ruben Cantu Airport,Santiago,PA
MPSM,RIH,Scarlett Martinez International Airport,Río Hato,PA
MPTO,PTY,Tocumen International Airport,Tocumen,PA
MPWN,NBL,Wannukandi Airport,San Blas,PA
MRAN,FON,La Fortuna Arenal Airport,La Fortuna,CR
MRAO,,Aerotortuguero Airport,Roxana,CR
MRBA,BAI,Buenos Aires Airport,Punta Arenas,CR
MRBC,BCL,Barra del Colorado Airport,Pococi,CR
MRBT,,Barra del Tortuguero,Tortuguero,CR
MRCC,OTR,Coto 47 Airport,Corredores,CR
MRCH,JAP,Chacarita Airport,Puntarenas,CR
MRCR,PLD,Playa Samara/Carrillo Airport,Carrillo,CR
MRDK,DRK,Drake Bay Airport,Puntarenas,CR
MRGF,GLF,Golfito Airport,Golfito,CR
MRGP,GPL,Guapiles Airport,Pococi,CR
MRIA,PBP,Islita Airport,Nandayure,CR
MRLB,LIR,Daniel Oduber Quirós International Airport,Liberia,CR
MRLC,LSL,Los Chiles Airport,Los Chiles,CR
MRLM,LIO,Limón International Airport,Limón,CR
MRMJ,CSC,Mojica Airport,Cañas,CR
MRNC,NCT,Guanacaste Airport,Nicoya/Guanacate,CR
MRNS,NOB,Nosara Airport,Nicoya,CR
MROC,SJO,Juan Santamaría International Airport,San José (Alajuela),CR
MRPJ,PJM,Puerto Jimenez Airport,Puerto Jimenez,CR
MRPM,PMZ,Palmar Sur Airport,Palmar Sur,CR
MRPV,SYQ,Tobías Bolaños International Airport,San Jose,CR
MRQP,XQP,Quepos Managua Airport,Quepos,CR
MRRF,RFR,Rio Frio / Progreso Airport,Rio Frio / Progreso,CR
MRSI,IPZ,San Isidro del General Airport,Pérez Zeledón,CR
MRSV,TOO,San Vito de Java Airport,Coto Brus,CR
MRTM,TNO,Tamarindo Airport,Tamarindo,CR
MRTR,TMU,Tambor Airport,Nicoya,CR
MRUP,UPL,Upala Airport,Upala,CR
MSLP,SAL,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,San Salvador (San Luis Talpa),SV
MSSS,ILS,Ilopango International Airport,San Salvador,SV
MTCA,CYA,Antoine-Simon International Airport,Les Cayes,HT
MTCH,CAP,Cap Haitien International Airport,Cap Haitien,HT
MTJA,JAK,Jacmel Airport,Jacmel,HT
MTJE,JEE,Jérémie Airport,Carrefour Sanon,HT
MTPP,PAP,Toussaint Louverture International Airport,Port-au-Prince,HT
MTPX,PAX,Port-de-Paix Airport,Port-de-Paix,HT
MUBA,BCA,Gustavo Rizo Airport,Baracoa,CU
MUBR,BWW,Las Brujas Airport,Cayo Santa Maria,CU
MUBY,BYM,Carlos Manuel de Cespedes Airport,Bayamo,CU
MUCA,AVI,Máximo Gómez Airport,Ciro Redondo,CU
MUCC,CCC,Jardines Del Rey Airport,Cayo Coco,CU
MUCF,CFG,Jaime Gonzalez Airport,Cienfuegos,CU
MUCL,CYO,Vilo Acuña International Airport,Cayo Largo del Sur,CU
MUCM,CMW,Ignacio Agramonte International Airport,Camaguey,CU
MUCU,SCU,Antonio Maceo International Airport,Santiago,CU
MUGM,NBW,Leeward Point Field,Guantanamo Bay Naval Station,CU
MUGT,GAO,Mariana Grajales Airport,Guantánamo,CU
MUHA,HAV,José Martí International Airport,Havana,CU
MUHG,HOG,Frank Pais International Airport,Holguin,CU
MUKW,VRO,Kawama Airport,Santa Marta,CU
MUMO,MOA,Orestes Acosta Airport,Moa,CU
MUMZ,MZO,Sierra Maestra International Airport,Manzanillo,CU
MUNG,GER,Rafael Cabrera Airport,Nueva Gerona,CU
MUPB,UPB,Playa Baracoa Airport,Havana,CU
MUSC,SNU,Abel Santamaria International Airport,Santa Clara,CU
MUSJ,SNJ,San Julián Air Base,Sandino,CU
MUSN,SZJ,Siguanea Airport,Isla de la Juventud,CU
MUSS,USS,Sancti Spiritus Airport,Sancti Spiritus,CU
MUTD,TND,Alberto Delgado Airport,Trinidad,CU
MUVR,VRA,Juan Gualberto Gomez International Airport,Matanzas,CU
MUVT,VTU,Hermanos Ameijeiras Airport,Las Tunas,CU
VRQF,FMT,Faresmaathoda Airport,Faresmaathodaa,MV
FWCC,,Chintheche Aerodrome,Chintheche,MW
MWCB,CYB,Charles Kirkconnell International Airport,West End,KY
MWCL,LYB,Edward Bodden Little Cayman Airfield,Blossom Village,KY
MWCR,GCM,Owen Roberts International Airport,George Town,KY
MMPT,,Puerto Cortés Airstrip,Comondú,MX
MMLB,,Air Station No. 8 Loma Bonita,Loma Bonita,MX
MMTQ,,Tequesquitengo Airport,Puente de Ixtla,MX
MYAO,,Moores Island Airport,Moore's Island,BS
MYAB,MAY,Clarence A. Bain Airport,Mangrove Cay,BS
MYAF,ASD,Andros Town Airport,Andros Town,BS
MYAK,TZN,Congo Town Airport,Andros,BS
MYAM,MHH,Leonard M. Thompson International Airport,Marsh Harbour,BS
MYAN,SAQ,San Andros Airport,Andros Island,BS
MYAP,AXP,Spring Point Airport,Spring Point,BS
MYAS,,Sandy Point Airport,Sandy Point,BS
MYAT,TCB,Treasure Cay Airport,Treasure Cay,BS
MYAW,WKR,Walkers Cay Airport,Walkers Cay,BS
MYAX,,Spanish Cay Airport,Spanish Cay Airport,BS
MYBC,CCZ,Chub Cay Airport,Chub Cay,BS
MYBG,GHC,Great Harbour Cay Airport,Bullocks Harbour,BS
MYBS,BIM,South Bimini Airport,South Bimini,BS
MYCA,ATC,Arthur's Town Airport,Arthur's Town,BS
MYCB,TBI,New Bight Airport,Cat Island,BS
MYCC,CXY,Cat Cay Airport,North Cat Cay,BS
MYCI,CRI,Colonel Hill Airport,Colonel Hill,BS
MYCP,PWN,Pitts Town Airport,Pitts Town,BS
MYCS,,Cay Sal Airport,Cay Sal,BS
MYEB,,Black Point Airstrip,Black Point,BS
MYEF,GGT,Exuma International Airport,Moss Town,BS
MYEH,ELH,North Eleuthera Airport,North Eleuthera,BS
MYEM,GHB,Governor's Harbour Airport,Governor's Harbour,BS
MYEN,NMC,Normans Cay Airport,Normans Cay,BS
MYER,RSD,Rock Sound International Airport,Rock Sound,BS
MYES,TYM,Staniel Cay Airport,Staniel Cay,BS
MYTC,,Torch Cay Airport,Hog Cay,BS
MYGD,,Deep Water Cay Airport,Deep Water Cay,BS
MYGF,FPO,Grand Bahama International Airport,Freeport,BS
MYGW,WTD,West End Airport,West End,BS
MYIG,IGA,Inagua Airport,Matthew Town,BS
MYLD,LGI,Deadman's Cay Airport,Deadman's Cay,BS
MYLS,SML,Stella Maris Airport,Stella Maris,BS
MYMM,MYG,Mayaguana Airport,Abraham Bay Settlement,BS
MYNN,NAS,Lynden Pindling International Airport,Nassau,BS
MYRD,DCT,Duncan Town Airport,Duncan Town,BS
MYRP,RCY,Rum Cay International Airport,Port Nelson,BS
MYSM,ZSA,San Salvador International Airport,San Salvador,BS
MYBW,,Big Whale Cay Airport,Big Whale Cay,BS
MYBX,,Little Whale Cay Berry Islands Airport,Little Whale Cay,BS
MZBZ,BZE,Philip S. W. Goldson International Airport,Belize City,BZ
MZPL,PLJ,Placencia Airport,Placencia,BZ
FYAG,,Anib Lodge Landing Site,Anib Lodge Landing Site,NA
FYAN,,Aranos Airport,Aranos,NA
FYAL,,Auob Lodge Airport,Auob Lodge Airport,NA
FYNB,,Kansimba Landing Site,Kansimba Landing Site,NA
FYHM,,Hammerstein Airstrip,Hammerstein Airstrip,NA
FYRF,,Rietfontein Airport,Rietfontein,NA
FYKS,,Koes Airport,Koes,NA
FYBK,,Brukkaros Landing Strip,Brukkaros,NA
FYLV,,Leonardville Airport,Leonardville,NA
FYBB,,Beenbreek Landing Site,Beenbreek Landing Site,NA
FYRH,,Rehoboth (Oanob Resort) Airport,Rehoboth,NA
FYBT,,Buitepos Airstrip,Buitepos,NA
FYMP,,Okamapu Landing Site,Okamapu Landing Site,NA
FYKX,,Khorixas Airport,Khorixas,NA
FYKW,,Okangwati Airport,Okaongwati,NA
FYEH,,Ehomba Airport,Ehomba,NA
FYSI,,Ndonga Linena Airstrip,Shitemo,NA
NWWX,,Canala Airport,Canala,NC
NCAI,AIT,Aitutaki Airport,Aitutaki,CK
NCAT,AIU,Enua Airport,Atiu Island,CK
NCMG,MGS,Mangaia Island Airport,Mangaia Island,CK
NCMH,MHX,Manihiki Island Airport,Manihiki Island,CK
NCMK,MUK,Mauke Airport,Mauke Island,CK
NCMN,,Manuae Airport,Manuae,CK
NCMR,MOI,Mitiaro Island Airport,Mitiaro Island,CK
NCPK,PZK,Pukapuka Island Airport,Pukapuka Atoll,CK
NCPY,PYE,Tongareva Airport,Penrhyn Island,CK
NCRG,RAR,Rarotonga International Airport,Avarua,CK
DRRL,,Tillabéri Airport,Tillabéri,NE
NFCI,ICI,Cicia Airport,Cicia,FJ
NFFN,NAN,Nadi International Airport,Nadi,FJ
NFFO,PTF,Malolo Lailai Island Airport,Malolo Lailai Island,FJ
NFFR,RBI,Rabi Island Airport,Rabi Island,FJ
NFKD,KDV,Vunisea Airport,Vunisea,FJ
NFMA,MNF,Mana Island Airport,Mana Island,FJ
NFMO,MFJ,Moala Airport,Moala,FJ
NFNA,SUV,Nausori International Airport,Nausori,FJ
NFNB,LEV,Levuka Airfield,Bureta,FJ
NFND,PHR,Nanuku Airport,Nanuku Auberge Resort,FJ
NFNG,NGI,Ngau Airport,Ngau,FJ
NFNH,LUC,Laucala Island Airport,Laucala Island,FJ
NFNK,LKB,Lakeba Island Airport,Lakeba Island,FJ
NFNL,LBS,Labasa Airport,Labasa,FJ
NFNM,TVU,Matei Airport,Matei,FJ
NFNO,KXF,Koro Island Airport,Koro Island,FJ
NFNR,RTA,Rotuma Airport,Rotuma,FJ
NFNS,SVU,Savusavu Airport,Savusavu,FJ
NFNW,KAY,Wakaya Island Airport,Wakaya Island,FJ
NFOL,ONU,Ono-i-Lau Airport,Ono-i-Lau,FJ
NFSW,YAS,Yasawa Island Airport,Yasawa Island,FJ
NFTE,EUA,Kaufana Airport,Eua Island,TO
NFTF,TBU,Fua'amotu International Airport,Nuku'alofa,TO
NFTL,HPA,Lifuka Island Airport,Lifuka,TO
NFTO,NFO,Mata'aho Airport,"Angaha, Niuafo'ou Island",TO
NFTP,NTT,Kuini Lavenia Airport,Niuatoputapu,TO
NFTV,VAV,Vava'u International Airport,Vava'u Island,TO
NFVB,VBV,Vanua Balavu Airport,Vanua Balavu,FJ
NFVL,VTF,Vatulele Airport,Vatulele,FJ
DNPM,PHG,Port Harcourt City Airport / Port Harcourt Air Force Base,Port Harcourt,NG
DNBK,,Sir Ahmadu Bello International Airport,Birinin Kebbi,NG
DNBA,,Bauchi Airport,Bauchi,NG
NGAB,ABF,Abaiang Airport,Abaiang,KI
NGBR,BEZ,Beru Airport,Beru,KI
NGFU,FUN,Funafuti International Airport,Funafuti,TV
NGKT,KUC,Kuria Airport,Kuria,KI
NGMA,MNK,Maiana Airport,Maiana,KI
NGMK,MZK,Marakei Airport,Marakei,KI
NGMN,MTK,Makin Island Airport,Makin Island,KI
NGNU,NIG,Nikunau Airport,Nikunau,KI
NGON,OOT,Onotoa Airport,Onotoa,KI
NGTA,TRW,Bonriki International Airport,South Tarawa,KI
NGTB,AEA,Abemama Airport,Abemama,KI
NGTE,TBF,Tabiteuea North Airport,Tabiteuea North Airport,KI
NGTM,TMN,Tamana Island Airport,Tamana Island,KI
NGTO,NON,Nonouti Airport,Nonouti,KI
NGTR,AIS,Arorae Island Airport,Arorae Island,KI
NGTS,TSU,Tabiteuea South Airport,Tabiteuea South,KI
NGTU,BBG,Butaritari Airport,Butaritari,KI
NGUK,AAK,Aranuka Airport,Buariki,KI
MNLL,,Las Lajas Airport,Malacataya,NI
NIUE,IUE,Niue International Airport,Alofi,NU
WABS,NKD,Sinak Airport,Sinak,ID
EHMM,,Middenmeer Airfield,Middenmeer,NL
ZPNL,NLH,Ninglang Luguhu Airport,Ninglang,CN
NLWF,FUT,Pointe Vele Airport,Futuna Island,WF
NLWW,WLS,Hihifo Airport,Wallis Island,WF
ENMO,,Meråker Airfield Øian,Meråker,NO
VNPR,PHH,Pokhara International Airport,Pokhara,NP
NSAS,OFU,Ofu Airport,Ofu,AS
NSAU,AAU,Asau Airport,Asau,WS
NSFA,APW,Faleolo International Airport,Apia,WS
NSFI,FGI,Fagali'i Airport,Apia,WS
NSFQ,FTI,Fitiuta Airport,Fitiuta Village,AS
NSMA,MXS,Maota Airport,Maota,WS
NSTU,PPG,Pago Pago International Airport,Pago Pago,AS
NTAA,PPT,Fa'a'ā International Airport,Papeete,PF
NTAM,RMT,Rimatara Airport,Rimatara Island,PF
NTAR,RUR,Rurutu Airport,Rurutu Airport,PF
NTAT,TUB,Tubuai Airport,Tubuai Airport,PF
NTAV,RVV,Raivavae Airport,Raivavae Airport,PF
NTGA,AAA,Anaa Airport,Anaa,PF
NTGB,FGU,Fangatau Airport,Fangatau,PF
NTGC,TIH,Tikehau Airport,Tuherahera,PF
NTGD,APK,Apataki Airport,Apataki,PF
NTGE,REA,Reao Airport,Reao,PF
NTGF,FAV,Fakarava Airport,Fakarava Airport,PF
NTGG,,Nengo-Nengo Airport,Nengonengo Atoll,PF
NTGH,HHZ,Hikueru Airport,Hikueru,PF
NTGI,XMH,Manihi Airport,Manihi Airport,PF
NTGJ,GMR,Totegegie Airport,Totegegie Airport,PF
NTGK,KKR,Kaukura Airport,Raitahiti,PF
NTGM,MKP,Makemo Airport,Makemo,PF
NTGN,NAU,Napuka Island Airport,Napuka Island,PF
NTGO,TKV,Tatakoto Airport,Tatakoto,PF
NTGP,PKP,Puka Puka Airport,Puka Puka Airport,PF
NTGQ,PUK,Pukaruha Airport,Pukaruha,PF
NTGR,,Aratika-Perles Airport,Aratika Atoll,PF
NTGT,TKP,Takapoto Airport,Takapoto Airport,PF
NTGU,AXR,Arutua Airport,Arutua Airport,PF
NTGV,MVT,Mataiva Airport,Mataiva Airport,PF
NTGW,NUK,Nukutavake Airport,Nukutavake,PF
NTGY,ZTA,Tureia Airport,Tureia,PF
NTHE,AHE,Ahe Airport,Ahe Atoll,PF
NTKA,KHZ,Kauehi Airport,Kauehi,PF
NTKF,FAC,Faaite Airport,Faaite,PF
NTKH,FHZ,Fakahina Airport,Fakahina,PF
NTKK,RKA,Aratika Nord Airport,Aratika Nord Airport,PF
NTKM,TJN,Takume Airport,Takume,PF
NTKN,NIU,Naiu Airport,Naiu Atoll,PF
NTKO,RRR,Raroia Airport,Raroia,PF
NTKR,TKX,Takaroa Airport,Takaroa Airport,PF
NTKT,KXU,Katiu Airport,Katiu,PF
NTMD,NHV,Nuku Hiva Airport,Nuku Hiva,PF
NTMN,AUQ,Hiva Oa-Atuona Airport,Hiva Oa Island,PF
NTMP,UAP,Ua Pou Airport,Ua Pou,PF
NTMU,UAH,Ua Huka Airport,Ua Huka,PF
NTTB,BOB,Bora Bora Airport,Motu Mute,PF
NTTE,TTI,Tetiaroa Airport,Tetiaroa,PF
NTTG,RGI,Rangiroa Airport,Rangiroa Airport,PF
NTTH,HUH,Huahine-Fare Airport,Fare,PF
NTTM,MOZ,Moorea Temae Airport,Moorea-Maiao,PF
NTTO,HOI,Hao Airport,Otepa,PF
NTTP,MAU,Maupiti Airport,Maupiti Airport,PF
NTTR,RFP,Raiatea Airport,Uturoa,PF
NTTU,TPX,Tupai Airport,Tupai Atoll,PF
NTTX,UOA,Moruroa Airport,Moruroa Atoll,PF
NTUV,VHZ,Vahitahi Airport,Vahitahi,PF
NVSA,MTV,Mota Lava Airport,Ablow,VU
NVSC,SLH,Sola Airport,Sola,VU
NVSD,TOH,Torres Airstrip,Loh/Linua,VU
NVSE,EAE,Siwo Airport,Emae Island,VU
NVSF,CCV,Craig Cove Airport,Craig Cove,VU
NVSG,LOD,Longana Airport,Longana,VU
NVSH,SSR,Sara Airport,Pentecost Island,VU
NVSI,PBJ,Tavie Airport,Paama Island,VU
NVSL,LPM,Lamap Airport,Lamap,VU
NVSM,LNB,Lamen Bay Airport,Lamen Bay,VU
NVSN,MWF,Maewo-Naone Airport,Maewo Island,VU
NVSO,LNE,Lonorore Airport,Lonorore,VU
NVSP,NUS,Norsup Airport,Norsup,VU
NVSQ,ZGU,Gaua Island Airport,Gaua Island,VU
NVSR,RCL,Redcliffe Airport,Redcliffe,VU
NVSS,SON,Santo Pekoa International Airport,Luganville,VU
NVST,TGH,Tongoa Airport,Tongoa Island,VU
NVSU,ULB,Uléi Airport,Ambrym Island,VU
NVSV,VLS,Valesdir Airport,Epi Island,VU
NVSW,WLH,Walaha Airport,Walaha,VU
NVSX,SWJ,Southwest Bay Airport,Malekula Island,VU
NVSZ,OLJ,North West Santo Airport,Olpoi,VU
NVVA,AUY,Aneityum Airport,Anatom Island,VU
NVVB,AWD,Aniwa Airport,Aniwa,VU
NVVD,DLY,Dillon's Bay Airport,Dillon's Bay,VU
NVVF,FTA,Futuna Airport,Futuna Island,VU
NVVI,IPA,Ipota Airport,Ipota,VU
NVVV,VLI,Bauerfield International Airport,Port Vila,VU
NVVW,TAH,Whitegrass Airport,Tanna Island,VU
NWWA,TGJ,Tiga Airport,Tiga,NC
NWWB,,Bourail - Poé Airport,Poé,NC
NWWC,BMY,Île Art - Waala Airport,Waala,NC
NWWD,KNQ,Koné Airport,Koné,NC
NWWE,ILP,Île des Pins Airport,Île des Pins,NC
NWWK,KOC,Koumac Airport,Koumac,NC
NWWL,LIF,Lifou Airport,Lifou,NC
NWWM,GEA,Nouméa Magenta Airport,Nouméa,NC
NWWP,PUV,Poum / Malabou Airport,Malabou,NC
NWWQ,PDC,Mueo Airport,Népoui,NC
NWWR,MEE,Maré Airport,Maré,NC
NWWT,,Oua Tom Airport,La Foa,NC
NWWU,TOU,Touho Airport,Touho,NC
NWWV,UVE,Ouvéa Airport,Ouvéa,NC
NWWW,NOU,La Tontouta International Airport,Nouméa (La Tontouta),NC
NZCW,,Cromwell/Louburn Airport,Cromwell,NZ
NZPT,,Pitt Island Aerodrome,Pitt Island,NZ
NZAN,,Anama airstrip,Anama,NZ
NZHM,,Hanmer Springs Aerodrome,Hanmer Springs,NZ
NZAA,AKL,Auckland International Airport,Auckland,NZ
NZAP,TUO,Taupo Airport,Taupo,NZ
NZAR,AMZ,Ardmore Airport,Manurewa,NZ
NZAS,ASG,Ashburton Airport,Ashburton,NZ
NZBA,,Balclutha Aerodrome,Balclutha,NZ
NZCB,,Centre Bush Aerodrome,Centre Bush,NZ
NZCG,,Centennial Park Aerodrome,Taupo,NZ
NZCH,CHC,Christchurch International Airport,Christchurch,NZ
NZCI,CHT,Inia William Tuuta Memorial Airport,Te One,NZ
NZCS,,Cromwell Racecourse Aerodrome,Cromwell Racecourse Aerodrome,NZ
NZCX,CMV,Coromandel Airport,Coromandel,NZ
NZDA,DGR,Dargaville Aerodrome,Dargaville,NZ
NZDN,DUD,Dunedin International Airport,Dunedin,NZ
NZDV,,Dannevirke Aerodrome,Dannevirke Aerodrome,NZ
NZES,,Wharepapa South Airport,Wharepapa South Airport,NZ
NZFE,,Fernside Fields Airpark,Fenside,NZ
NZFF,,Forest Field Aerodrome,Forest Field Aerodrome,NZ
NZGB,GBZ,Great Barrier Aerodrome,Claris,NZ
NZGM,GMN,Greymouth Airport,Greymouth Airport,NZ
NZGS,GIS,Gisborne Airport,Gisborne,NZ
NZGT,GTN,Glentanner Airport,Glentanner Station,NZ
NZHK,HKK,Hokitika Airfield,Hokitika Airfield,NZ
NZHN,HLZ,Hamilton International Airport,Hamilton,NZ
NZKE,WIK,Waiheke Island Aerodrome,Waiheke Island,NZ
NZKI,KBZ,Kaikoura Airport,Kaikoura Airport,NZ
NZKK,KKE,Kerikeri Airport,Kerikeri,NZ
NZKO,KKO,Kaikohe Airport,Kaikohe,NZ
NZKT,KAT,Kaitaia Airport,Awanui,NZ
NZLX,ALR,Alexandra Aerodrome,Alexandra,NZ
NZMA,MTA,Matamata Glider Airport,Matamata Glider Airport,NZ
NZMC,MON,Mount Cook Airport,Mount Cook Airport,NZ
NZMF,MFN,Milford Sound Airport,Milford Sound Airport,NZ
NZMK,MZP,Motueka Airport,Motueka Airport,NZ
NZMO,TEU,Manapouri Airport,Manapouri Airport,NZ
NZMS,MRO,Hood Airport,Masterton,NZ
NZNE,,North Shore Aerodrome,Dairy Flat,NZ
NZNP,NPL,New Plymouth Airport,New Plymouth,NZ
NZNR,NPE,Hawke's Bay Airport,Napier,NZ
NZNS,NSN,Nelson Airport,Nelson,NZ
NZNV,IVC,Invercargill Airport,Invercargill,NZ
NZOH,OHA,RNZAF Base Ohakea,RNZAF Base Ohakea,NZ
NZOT,,Otaki Airport,Otaki,NZ
NZOU,OAM,Oamaru Airport,Oamaru Airport,NZ
NZOX,,Okiwi Station Airport,Okiwi Station Airport,NZ
NZPM,PMR,Palmerston North Airport,Palmerston North,NZ
NZPN,PCN,Picton Aerodrome,Koromiko,NZ
NZPP,PPQ,Paraparaumu Airport,Paraparaumu Airport,NZ
NZQN,ZQN,Queenstown Airport,Queenstown,NZ
NZRA,RAG,Raglan Aerodrome,Raglan,NZ
NZRC,SZS,Ryan's Creek Aerodrome,Oban,NZ
NZRO,ROT,Rotorua Regional Airport,Rotorua,NZ
NZRT,,Rangiora Airfield,Rangiora,NZ
NZSF,,Springfield Airport,Springfield,NZ
NZSP,,Amundsen–Scott South Pole Station Airport,Amundsen-Scott South Pole Station,AQ
NZTG,TRG,Tauranga Airport,Tauranga,NZ
NZTH,TMZ,Thames Aerodrome,Thames Aerodrome,NZ
NZTK,KTF,Takaka Airport,Takaka Airport,NZ
NZTO,TKZ,Tokoroa Airfield,Tokoroa,NZ
NZTU,TIU,Timaru Airport,Timaru Airport,NZ
NZUK,TWZ,Pukaki Airport,Twitzel,NZ
NZWB,BHE,Woodbourne Airport,Blenheim,NZ
NZWF,WKA,Wanaka Airport,Wanaka,NZ
NZWK,WHK,Whakatāne Airport,Whakatāne,NZ
NZWL,,West Melton Aerodrome,West Melton Aerodrome,NZ
NZWM,,Waimate Airport,Waimate,NZ
NZWN,WLG,Wellington International Airport,Wellington,NZ
NZWO,WIR,Wairoa Airport,Wairoa,NZ
NZWP,,RNZAF Base Auckland-Whenuapai,RNZAF Base Auckland-Whenuapai,NZ
NZWQ,,Waitiki Aerodrome,Te Kao,NZ
NZWR,WRE,Whangarei Airport,Whangarei,NZ
NZWS,WSZ,Westport Airport,Westport,NZ
NZWT,WTZ,Whitianga Airport,Whitianga,NZ
NZWU,WAG,Wanganui Airport,Wanganui,NZ
NZWV,,Waihi Beach Airport,Island View,NZ
NZYP,,Waipukurau Airport,Waipukurau Airport,NZ
OABN,BIN,Bamyan Airport,Bamyan,AF
OABT,BST,Bost Airport,Lashkar Gah,AF
OACC,CCN,Chaghcharan Airport,Chaghcharan,AF
OADS,SBF,Sardeh Band Airport,Sardeh Band,AF
OADY,DWR,Dwyer Airport,Reg,AF
OADZ,DAZ,Darwaz Airport,Darwaz,AF
OAEM,,Ishkashim Airport,Ishkashim,AF
OAFR,FAH,Farah Airport,Farah,AF
OAFZ,FBD,Fayzabad Airport,Fayzabad,AF
OAGN,GZI,Ghazni Airport,Ghazni,AF
OAGZ,GRG,Gardez Airport,Gardez,AF
OAHN,KWH,Khwahan Airport,Khwahan,AF
OAHR,HEA,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF
OAIX,OAI,Bagram Airfield,Bagram,AF
OAJL,JAA,Jalalabad Airport,Jalalabad,AF
OAKB,KBL,Kabul International Airport,Kabul,AF
OAKN,KDH,Ahmad Shah Baba International Airport,Kandahar,AF
OAKS,KHT,Khost International Airport,Khost,AF
OAMN,MMZ,Maymana Zahiraddin Faryabi Airport,Maymana,AF
OAMS,MZR,Mazar-i-Sharif International Airport,Mazar-i-Sharif,AF
OANL,,Nili Airport,Nili,AF
OANZ,IMZ,Nimroz Airport,Ziarat-e Amiran Saseb,AF
OAOG,URN,Urgun Airport,Urgun,AF
OAQA,,Qalat Airport,Qalat,AF
OAQM,,Koran va Monjan  Airport,Koran va Monjan,AF
OAQN,LQN,Qala-i-Naw Airport,Qala-i-Naw,AF
OARG,URZ,Orūzgān Airport,Orūzgān,AF
OART,,Rostaq Airport,Rostaq,AF
OARZ,KUR,Razer Airport,Skazar,AF
